title,year,genre,director,rating,votes,runtime,revenue
Unmasked,1950,Crime,Denis Villeneuve,5.1,23434,182,
The Vanishing Westerner,1950,Western,Francis Ford Coppola,8.6,8260,130,851.4
Vendetta,1950,Crime,Quentin Tarantino,7.6,32674,88,
Vigilante Hideout,1950,Western,Stanley Kubrick,7.3,47401,76,29.0
Wabash Avenue,1950,Musical,Martin Scorsese,7.9,140020,102,326.6
Wagon Master,1950,Western,Quentin Tarantino,7.4,60726,115,2443.6
"Walk Softly, Stranger",1950,"Drama, Romance",Stanley Kubrick,6.6,34131,80,
Watch the Birdie,1950,Comedy,Steven Spielberg,6.2,75486,115,705.1
West of the Brazos,1950,Western,Christopher Nolan,7.4,38110,94,
West of Wyoming,1950,Western,Denis Villeneuve,6.8,187310,102,
The West Point Story,1950,"Musical, Comedy",Peter Jackson,6.8,180254,90,49.8
Western Pacific Agent,1950,"Crime, Drama",David Fincher,5.9,86839,106,
When Willie Comes Marching Home,1950,"Comedy, War",Paul Thomas Anderson,6.5,49198,103,1.6
When You're Smiling,1950,Musical,Steven Spielberg,6.9,23723,103,331.9
Where Danger Lives,1950,"Noir, Thriller",Francis Ford Coppola,5.7,52708,120,35.5
Where the Sidewalk Ends,1950,Noir,Christopher Nolan,5.3,24009,96,
Whirlpool,1950,"Noir, Thriller",Quentin Tarantino,8.0,33767,60,51.5
The White Tower,1950,Adventure,Alfred Hitchcock,6.7,23613,101,1605.3
The Wild Heart,1950,Drama,Christopher Nolan,9.0,10671,156,
Winchester '73,1950,Western,Quentin Tarantino,7.1,13085,125,
A Woman of Distinction,1950,"Comedy, War, Romance",Martin Scorsese,5.5,10362,95,39.0
Woman in Hiding,1950,"Noir, Crime",Francis Ford Coppola,6.7,53320,95,178.8
Woman on the Run,1950,"Noir, Crime",Alfred Hitchcock,6.8,98504,79,132.2
Women from Headquarters,1950,"Drama, Crime",Francis Ford Coppola,5.2,61262,128,9.8
Wyoming Mail,1950,Western,Denis Villeneuve,5.3,155046,96,
The Yellow Cab Man,1950,Comedy,Denis Villeneuve,8.1,52351,139,22.8
Young Daniel Boone,1950,Western,Christopher Nolan,7.0,47663,109,438.3
Young Man with a Horn,1950,"Drama, Musical",Wes Anderson,5.5,22714,92,97.3
The Crime of Korea,1950,War,Peter Jackson,6.3,34699,126,
The Hollywood Ten,1950,"Documentary, Short",Steven Spielberg,7.1,48222,124,3.1
The Titan: Story of Michelangelo,1950,Documentary,Martin Scorsese,6.6,131254,124,137.1
Why Korea?,1950,"Documentary, Short",Quentin Tarantino,6.4,6262,77,
With These Hands,1950,Documentary,Stanley Kubrick,8.0,45553,152,328.0
Atom Man vs. Superman,1950,Unknown,Steven Spielberg,8.2,54218,122,116.9
Cody of the Pony Express,1950,Western,Martin Scorsese,7.0,9216,100,
Desperadoes of the West,1950,Unknown,Christopher Nolan,6.2,64388,101,295.6
Flying Disc Man from Mars,1950,"Adventure, Science Fiction",James Cameron,5.3,6629,113,54.1
The Invisible Monster,1950,Adventure,Steven Spielberg,4.8,11683,126,3.3
Pirates of the High Seas,1950,Adventure,James Cameron,7.3,40722,114,
8 Ball Bunny,1950,Animated,Alfred Hitchcock,7.7,19647,119,122.4
Big House Bunny,1950,Animated,Francis Ford Coppola,7.0,19507,134,154.4
Boobs in the Woods,1950,Animated,Francis Ford Coppola,6.6,117126,96,122.6
The Brave Engineer,1950,"Animated, Short",Wes Anderson,6.4,20085,107,
Bushy Hare,1950,Animated,Francis Ford Coppola,6.4,37150,100,24.7
Canary Row,1950,Animated,Coen Brothers,7.3,104872,113,
Cue Ball Cat,1950,Animated,Martin Scorsese,4.2,2866,148,104.2
A Date with Your Family,1950,Short,Quentin Tarantino,6.1,50959,106,34.4
Dopey Dicks,1950,"Comedy, Short, War",David Fincher,7.1,72603,80,81.4
The Ducksters,1950,Animated,Paul Thomas Anderson,7.3,82610,122,50.9
A Fractured Leghorn,1950,Animated,James Cameron,7.5,101014,135,305.0
The Framed Cat,1950,Animated,James Cameron,5.7,22124,60,
Golden Yeggs,1950,Animated,Wes Anderson,6.3,1530,171,
Grandad of Races,1950,"Short, Documentary",Martin Scorsese,5.1,3904,101,
Hillbilly Hare,1950,Animated,Francis Ford Coppola,6.6,90072,112,344.5
Homeless Hare,1950,Animated,Stanley Kubrick,5.3,35593,88,
Hugs and Mugs,1950,"Comedy, Short",Paul Thomas Anderson,10.0,16948,141,
Hurdy-Gurdy Hare,1950,Animated,Martin Scorsese,8.4,106931,131,103.1
In Beaver Valley,1950,"Short, Documentary",Christopher Nolan,4.5,17395,93,46.5
Jerry and the Lion,1950,Animated,Quentin Tarantino,7.3,33165,101,151.8
Jerry's Cousin,1950,Animated,James Cameron,6.2,38155,129,51.1
Little Quacker,1950,Animated,Christopher Nolan,5.2,11461,82,
Love at First Bite,1950,"Comedy, Short",Unknown Director,6.7,40529,91,119.0
Motor Mania,1950,Animated,Christopher Nolan,6.5,45455,114,
Mutiny on the Bunny,1950,Animated,Denis Villeneuve,6.6,242239,103,
Pop 'im Pop,1950,Animated,Francis Ford Coppola,9.7,7872,109,439.9
Punchy Cowpunchers,1950,"Comedy, Short, War",David Fincher,7.7,11473,77,
Puny Express,1950,Animated,Denis Villeneuve,5.6,1232,68,
Rabbit of Seville,1950,Animated,Unknown Director,5.1,8181,99,4.0
Rabbit's Moon,1950,"Animated, Short",Peter Jackson,7.9,24494,112,
Safety Second,1950,Animated,David Fincher,6.1,76092,120,3.9
Saturday Evening Puss,1950,"Animated, Short",Denis Villeneuve,6.9,39657,117,
The Scarlet Pumpernickel,1950,Animated,Martin Scorsese,4.5,17429,144,180.2
Self-Made Maids,1950,"Comedy, Short",Denis Villeneuve,5.6,16441,92,102.4
Slaphappy Sleuths,1950,"Comedy, Short",Christopher Nolan,5.9,6182,138,
A Snitch in Time,1950,"Comedy, Short, War",James Cameron,7.6,301914,103,9.1
The Stairs,1950,"Short, Documentary",Unknown Director,5.2,4397,91,164.9
Strife with Father,1950,Animated,Steven Spielberg,7.2,119941,108,
Studio Stoops,1950,"Comedy, Short, War",Christopher Nolan,5.6,17622,81,38.8
Sugar Chile Robinson,1950,"Short, Erotic",Wes Anderson,6.5,100,119,70.2
Texas Tom,1950,Animated,Wes Anderson,4.4,14644,131,41.3
Three Hams on Rye,1950,"Comedy, Short",Steven Spielberg,5.4,7373,85,
Tom and Jerry in the Hollywood Bowl,1950,Animated,Martin Scorsese,6.7,15597,110,23.8
"What's Up, Doc?",1950,Animated,Steven Spielberg,6.3,110686,84,220.1
The Wizard of Oz (TV special),1950,Short,James Cameron,5.6,24532,87,30.4
The 13th Letter,1951,"Noir, Mystery",Stanley Kubrick,5.9,59419,79,
Abbott and Costello Meet the Invisible Man,1951,"Comedy, Horror, Science Fiction",Unknown Director,6.3,24185,118,46.7
Abilene Trail,1951,Western,Peter Jackson,6.0,42315,138,10.3
According to Mrs. Hoyle,1951,"Comedy, Crime",Wes Anderson,7.8,7364,106,430.4
Ace in the Hole,1951,Drama,Wes Anderson,5.8,20686,94,66.5
Across the Wide Missouri,1951,Western,James Cameron,5.7,13712,113,138.2
Adventures of Captain Fabian,1951,Adventure,Francis Ford Coppola,5.4,22198,78,47.6
The African Queen,1951,Adventure,Unknown Director,7.4,121481,93,16.1
Air Cadet,1951,"Drama, War",Quentin Tarantino,8.0,44760,115,246.6
Al Jennings of Oklahoma,1951,Western,Quentin Tarantino,9.7,123314,104,14.3
Alice in Wonderland,1951,"Animated, Comedy, Fantasy",Steven Spielberg,5.7,72207,139,53.3
Along the Great Divide,1951,"Western, Noir",Coen Brothers,6.3,100181,131,10.9
An American in Paris,1951,"Musical, Comedy",Martin Scorsese,3.8,3086,84,12.5
Angels in the Outfield,1951,"Sports, Comedy",Wes Anderson,5.4,21979,105,
Anne of the Indies,1951,Adventure,Wes Anderson,5.3,7704,100,182.8
Another Man's Poison,1951,Drama,Francis Ford Coppola,8.9,27570,120,113.0
Apache Drums,1951,Western,Alfred Hitchcock,5.7,69197,123,73.5
Appointment with Danger,1951,"Noir, Crime",Paul Thomas Anderson,8.5,9436,133,
Arizona Manhunt,1951,Western,Steven Spielberg,5.7,40725,139,1039.7
As Young as You Feel,1951,Comedy,Ridley Scott,8.0,44563,82,273.6
As You Were,1951,Comedy,Ridley Scott,6.8,43984,86,28.8
Badman's Gold,1951,Western,Paul Thomas Anderson,8.1,19949,94,167.0
Bannerline,1951,Drama,Ridley Scott,7.6,52703,113,
The Barefoot Mailman,1951,"Comedy, Adventure",Stanley Kubrick,5.0,16229,114,
The Basketball Fix,1951,"Drama, Noir, Sports",Ridley Scott,6.1,22930,94,
Bedtime for Bonzo,1951,Comedy,Francis Ford Coppola,6.7,12894,96,
Behave Yourself!,1951,Comedy,Christopher Nolan,6.4,997,130,28.2
Belle Le Grand,1951,Western,Alfred Hitchcock,6.8,49031,96,
Best of the Badmen,1951,Western,Denis Villeneuve,6.3,109445,94,30.9
The Big Gusher,1951,Adventure,Christopher Nolan,4.8,32427,106,955.9
The Big Night,1951,Noir,Alfred Hitchcock,5.3,38289,130,
Bird of Paradise,1951,"Drama, Adventure, Romance",David Fincher,5.4,13443,112,
Blazing Bullets,1951,Western,Alfred Hitchcock,6.4,109739,141,94.0
Blue Blood,1951,"Sports, Drama",Wes Anderson,8.7,111151,123,
The Blue Veil,1951,"Drama, Historical",Alfred Hitchcock,5.7,46712,81,56.0
Bonanza Town,1951,Western,Peter Jackson,8.3,54188,116,661.7
Bowery Battalion,1951,Comedy,Denis Villeneuve,5.6,121675,92,253.2
The Brave Bulls,1951,Drama,Ridley Scott,7.0,16115,116,
Bride of the Gorilla,1951,Horror,Francis Ford Coppola,7.9,15274,92,
Bright Victory,1951,"Drama, Romance, War",Stanley Kubrick,5.8,17955,142,72.3
Buckaroo Sheriff of Texas,1951,Western,Steven Spielberg,8.1,54098,119,45.9
Bullfighter and the Lady,1951,"Drama, Romance, Sport",Quentin Tarantino,5.9,24186,87,22.1
Callaway Went Thataway,1951,"Comedy, Western",David Fincher,4.1,19292,91,
Call Me Mister,1951,Musical,Ridley Scott,6.7,20842,117,11.6
Canyon Raiders,1951,Western,Ridley Scott,7.0,46236,143,203.9
Captain Horatio Hornblower R.N.,1951,"Adventure, War",Unknown Director,5.2,20659,91,51.7
Casa Manana,1951,Musical,Christopher Nolan,5.5,8945,144,
Cattle Drive,1951,Western,Quentin Tarantino,6.5,21106,140,91.1
Cattle Queen,1951,Western,Paul Thomas Anderson,6.8,155116,112,
Cause for Alarm!,1951,"Noir, Drama, Suspense",Quentin Tarantino,5.6,94296,99,388.8
Cavalry Scout,1951,Western,Wes Anderson,7.6,146361,155,106.7
Cave of Outlaws,1951,Western,Stanley Kubrick,6.0,21706,75,
Chain of Circumstance,1951,Drama,Martin Scorsese,5.3,2003,91,
Chained for Life,1951,Crime,Wes Anderson,8.3,34424,113,13.6
Chicago Calling,1951,"Noir, Drama",Coen Brothers,7.0,503,139,
China Corsair,1951,Adventure,Quentin Tarantino,6.0,42945,96,678.7
Close to My Heart,1951,Drama,Unknown Director,5.8,68529,99,28.2
Colorado Ambush,1951,Western,Alfred Hitchcock,5.7,53294,108,314.4
Come Fill the Cup,1951,Drama,Christopher Nolan,6.0,12333,88,
Comin' Round the Mountain,1951,Comedy,Quentin Tarantino,8.4,71445,89,
The Company She Keeps,1951,Drama,Stanley Kubrick,6.6,65280,102,
Corky of Gasoline Alley,1951,"Comedy, War",James Cameron,3.3,7785,124,3.0
Crazy Over Horses,1951,Comedy,James Cameron,5.7,4376,140,5.6
Criminal Lawyer,1951,"Noir, Crime",Stanley Kubrick,5.3,126510,147,
Crosswinds,1951,Adventure,Wes Anderson,8.3,12894,130,58.2
Cry Danger,1951,"Noir, Thriller",Ridley Scott,6.0,25279,88,142.1
Cuban Fireball,1951,Musical,Unknown Director,7.2,29791,105,
Cyclone Fury,1951,Western,Denis Villeneuve,6.2,22779,98,
The Dakota Kid,1951,Western,Quentin Tarantino,8.1,80956,78,85.5
Danger Zone,1951,Noir,Christopher Nolan,6.1,49932,112,
"Darling, How Could You!",1951,"Comedy, Historical",Francis Ford Coppola,5.6,37026,79,
David and Bathsheba,1951,Historical,Martin Scorsese,6.0,34174,94,256.1
The Day the Earth Stood Still,1951,Science Fiction,James Cameron,5.6,6932,85,743.7
Dear Brat,1951,Comedy,Unknown Director,5.1,7093,114,38.7
Death of a Salesman,1951,Drama,Francis Ford Coppola,5.0,18301,108,49.5
Decision Before Dawn,1951,War,Unknown Director,7.7,22501,122,
The Desert Fox,1951,"Biography, War",Christopher Nolan,7.7,2161,112,
Desert of Lost Men,1951,Western,Peter Jackson,7.3,56986,60,
Detective Story,1951,"Noir, Crime, Drama",Francis Ford Coppola,5.4,72474,114,
Dick Turpin's Ride,1951,Adventure,Denis Villeneuve,5.5,38760,139,
Disc Jockey,1951,Musical,David Fincher,8.0,15427,132,618.1
Distant Drums,1951,Western,Ridley Scott,5.4,4669,104,1864.9
Double Crossbones,1951,"Adventure, Comedy",Martin Scorsese,5.7,9561,118,
Double Dynamite,1951,"Musical, Comedy",David Fincher,5.5,64333,123,3.8
Drums in the Deep South,1951,"Drama, War, Western",Paul Thomas Anderson,7.3,83054,87,160.7
Elephant Stampede,1951,Adventure,Coen Brothers,6.6,67655,109,
Elopement,1951,Comedy,Ridley Scott,5.1,99660,112,
The Enforcer,1951,Noir,David Fincher,7.5,6306,142,949.4
Excuse My Dust,1951,"Comedy, Musical",Alfred Hitchcock,7.3,67610,125,
FBI Girl,1951,"Noir, Crime",Peter Jackson,5.5,56477,104,119.5
The Family Secret,1951,"Drama, Crime, Noir",Ridley Scott,5.5,168432,134,159.3
Father's Little Dividend,1951,Comedy,Coen Brothers,7.3,36760,122,
Father Takes the Air,1951,Comedy,Coen Brothers,7.7,124352,94,
The Fat Man,1951,"Noir, Crime",James Cameron,6.2,7489,109,184.9
Fighting Coast Guard,1951,"Action, Adventure",Alfred Hitchcock,6.3,88622,124,102.9
The Fighting Seventh,1951,"Western, War",Francis Ford Coppola,4.9,42424,118,
Fingerprints Don't Lie,1951,Crime,Alfred Hitchcock,5.7,67255,104,
The First Legion,1951,Drama,David Fincher,7.6,31500,115,
Five,1951,"Drama, Horror, Science Fiction",Paul Thomas Anderson,8.4,14668,120,
Fixed Bayonets!,1951,War,Peter Jackson,8.1,64991,93,
Flame of Araby,1951,Adventure,Steven Spielberg,7.5,11268,106,18.5
Flame of Stamboul,1951,Thriller,Quentin Tarantino,5.6,35033,124,19.4
Flight to Mars,1951,"Science Fiction, Drama",Alfred Hitchcock,9.2,64295,121,170.5
Flying Leathernecks,1951,"Action, War",Ridley Scott,6.7,12802,92,222.9
Follow the Sun,1951,Biography,Peter Jackson,5.3,17525,104,
Footlight Varieties,1951,Musical,Unknown Director,6.0,138550,124,
Force of Arms,1951,"War, Drama, Romance",Denis Villeneuve,8.0,544,60,1639.5
Fort Defiance,1951,Western,David Fincher,4.3,37953,75,140.7
Fort Dodge Stampede,1951,Western,Denis Villeneuve,6.4,1231,142,92.6
Fort Savage Raiders,1951,Western,Steven Spielberg,6.0,17821,137,
Fort Worth,1951,Western,Christopher Nolan,8.0,47516,153,
Fourteen Hours,1951,Drama,Coen Brothers,6.9,12725,137,
Francis Goes to the Races,1951,Comedy,Coen Brothers,7.1,115182,146,
The Frogmen,1951,"War, Drama",Paul Thomas Anderson,8.3,10658,97,
Fury of the Congo,1951,Adventure,Stanley Kubrick,7.0,10554,111,124.4
Gambling House,1951,"Noir, Crime",Coen Brothers,6.4,48976,129,64.2
Gasoline Alley,1951,"Comedy, War",James Cameron,8.4,4221,111,
Gene Autry and the Mounties,1951,Western,Alfred Hitchcock,9.0,7767,130,
Ghost Chasers,1951,Comedy,Christopher Nolan,6.0,22168,154,91.8
G.I. Jane,1951,Musical,Quentin Tarantino,4.8,29134,132,972.9
The Girl on the Bridge,1951,"Drama, Crime, Noir",Quentin Tarantino,6.7,107075,109,563.1
Go for Broke!,1951,War,Denis Villeneuve,5.8,104341,141,26.0
Gold Raiders,1951,"Western, Comedy",James Cameron,5.8,5431,99,
Golden Girl,1951,"Drama, Musical, Western",Steven Spielberg,10.0,47579,83,429.6
The Golden Horde,1951,"Historical, Adventure",Martin Scorsese,6.2,50820,119,21.8
"Goodbye, My Fancy",1951,"Romance, Comedy",Quentin Tarantino,5.4,44741,111,44.9
The Great Caruso,1951,Biography,Francis Ford Coppola,6.4,13912,110,
The Great Missouri Raid,1951,Western,David Fincher,5.9,20218,97,
The Groom Wore Spurs,1951,Comedy,Martin Scorsese,5.4,15141,114,423.7
Grounds for Marriage,1951,"Romance, Comedy",Stanley Kubrick,6.9,41056,101,
Gunplay,1951,Western,Christopher Nolan,5.1,87351,86,
The Guy Who Came Back,1951,Drama,James Cameron,4.7,8648,93,47.3
Half Angel,1951,Comedy,Alfred Hitchcock,5.9,67125,120,82.0
Halls of Montezuma,1951,War,Ridley Scott,6.4,13438,112,
"Hard, Fast and Beautiful",1951,"Sports, Drama",Quentin Tarantino,6.9,44347,119,
The Harlem Globetrotters,1951,"Sports, Sport, Drama",Unknown Director,5.4,10257,111,33.9
Havana Rose,1951,"Musical, Comedy",Wes Anderson,5.8,69940,88,71.1
He Ran All the Way,1951,"Noir, Crime, Drama",Stanley Kubrick,7.6,71118,107,
Heart of the Rockies,1951,Western,Wes Anderson,6.4,9402,134,975.3
Her First Romance,1951,"Drama, Romance",Wes Anderson,5.3,96939,107,464.0
Here Comes the Groom,1951,"Musical, Comedy, Romance",Quentin Tarantino,4.9,26265,113,16.2
The Highwayman,1951,"Drama, Adventure, Historical",Martin Scorsese,6.4,8428,121,
The Hills of Utah,1951,Western,Unknown Director,5.6,5181,119,150.4
His Kind of Woman,1951,Noir,Ridley Scott,5.7,5999,117,106.3
Hollywood Story,1951,"Crime, Drama, Mystery",Wes Anderson,6.9,135706,119,112.9
Home Town Story,1951,Drama,Steven Spielberg,6.2,15896,81,144.2
Honeychile,1951,Comedy,Quentin Tarantino,5.7,23191,111,
Hong Kong,1951,Adventure,Stanley Kubrick,6.8,56376,98,123.0
The Hoodlum,1951,"Crime, Drama, Noir",Coen Brothers,6.0,770,117,
Hot Lead,1951,Western,James Cameron,5.9,105237,102,
The House on Telegraph Hill,1951,Noir,Quentin Tarantino,4.5,3386,103,
Hunt the Man Down,1951,"Drama, Crime",Coen Brothers,6.4,136682,109,62.5
Hurricane Island,1951,Adventure,Wes Anderson,5.6,69827,107,600.6
I Can Get It for You Wholesale,1951,"Romance, Drama",Steven Spielberg,5.7,63657,116,406.7
I'd Climb the Highest Mountain,1951,Drama,Martin Scorsese,7.2,86283,139,66.5
I Want You,1951,Romance,Coen Brothers,6.9,5981,90,
I Was an American Spy,1951,"Drama, Spy, War",Denis Villeneuve,6.4,27120,149,
I Was a Communist for the FBI,1951,"Noir, Crime",Unknown Director,7.7,13491,108,143.2
I'll Get You for This,1951,"Crime, Thriller",Wes Anderson,8.1,92718,108,
I'll Never Forget You,1951,"Drama, Fantasy, Science Fiction",Paul Thomas Anderson,7.6,80535,86,
I'll See You in My Dreams,1951,"Biography, Musical",David Fincher,7.0,38229,107,
In Old Amarillo,1951,Western,Wes Anderson,5.1,2097,90,
Inside Straight,1951,"Drama, Western",Coen Brothers,7.0,8455,110,36.8
Inside the Walls of Folsom Prison,1951,"Drama, Crime, Noir",Wes Anderson,5.0,102657,89,
Insurance Investigator,1951,"Suspense, Crime",Ridley Scott,4.6,32199,105,
Iron Man,1951,"Noir, Drama, Sport",Alfred Hitchcock,5.8,47724,115,357.4
It's a Big Country,1951,Drama,Denis Villeneuve,6.0,51735,83,44.5
Jim Thorpe – All-American,1951,Biography,Steven Spielberg,5.3,54439,97,
Joe Palooka in Triple Cross,1951,Comedy,Denis Villeneuve,4.7,29608,100,185.9
Journey into Light,1951,"Drama, Crime, Noir",Christopher Nolan,7.8,31046,104,82.7
Jungle Manhunt,1951,Adventure,Stanley Kubrick,7.4,167226,117,
Katie Did It,1951,"Comedy, Romance",Wes Anderson,7.1,64708,85,1724.6
Kentucky Jubilee,1951,"Musical, Comedy",Christopher Nolan,7.8,37051,104,39.4
The Kid from Amarillo,1951,Western,David Fincher,6.7,62253,96,41.1
Kind Lady,1951,"Drama, Crime, Noir",Wes Anderson,6.2,16152,95,
Korea Patrol,1951,War,Unknown Director,6.7,138092,102,17.0
The Lady from Boston,1951,Comedy,Peter Jackson,7.3,149532,140,5.4
The Lady from Texas,1951,"Comedy, Western",Francis Ford Coppola,7.1,12376,100,
The Lady Pays Off,1951,"Drama, Comedy, Romance",Steven Spielberg,5.2,5107,137,
Law of the Badlands,1951,Western,James Cameron,5.6,62244,86,
The Law and the Lady,1951,Comedy,Stanley Kubrick,5.8,101900,122,38.8
Lawless Cowboys,1951,Western,Unknown Director,6.1,75348,106,
The Last Outpost,1951,Western,Ridley Scott,7.6,115109,113,13.9
Leave It to the Marines,1951,Comedy,Wes Anderson,6.4,55196,112,27.8
The Lemon Drop Kid,1951,"Comedy, Short",Unknown Director,6.4,13325,135,
Let's Go Navy!,1951,Comedy,Coen Brothers,6.1,25880,120,
Let's Make It Legal,1951,Comedy,Ridley Scott,4.9,12362,138,1228.3
The Light Touch,1951,"Crime, War",Peter Jackson,7.0,104466,85,252.0
Lightning Strikes Twice,1951,"Drama, Crime, War",David Fincher,2.6,37861,110,
The Lion Hunters,1951,Adventure,Wes Anderson,6.0,38720,134,27.5
Little Big Horn,1951,"Western, War",David Fincher,6.4,4985,148,39.3
Little Egypt,1951,"Biography, Comedy, Drama",Denis Villeneuve,6.9,28163,92,
The Longhorn,1951,Western,Ridley Scott,7.3,48167,106,
Lorna Doone,1951,Adventure,Paul Thomas Anderson,6.3,34614,127,
Lost Continent,1951,"Science Fiction, Drama",Quentin Tarantino,5.8,44565,121,
Love Nest,1951,"Drama, Comedy",Wes Anderson,4.8,20228,74,
Lullaby of Broadway,1951,"Musical, Comedy, Romance",David Fincher,7.1,14148,115,
M,1951,Noir,Paul Thomas Anderson,6.1,23615,83,
Ma and Pa Kettle Back on the Farm,1951,Comedy,Paul Thomas Anderson,8.3,46985,97,651.1
The Magic Carpet,1951,Adventure,Ridley Scott,8.2,5263,98,105.6
The Magic Face,1951,"War, Drama",Martin Scorsese,6.7,284744,85,7.1
The Magnificent Yankee,1951,Biography,Alfred Hitchcock,7.3,15959,98,13.3
The Man from Planet X,1951,"Science Fiction, Horror, Independent",David Fincher,6.7,22747,114,
Man from Sonora,1951,Western,Paul Thomas Anderson,4.1,86137,118,695.2
Man in the Saddle,1951,Western,Coen Brothers,5.4,57404,98,125.8
The Man with My Face,1951,Noir,Paul Thomas Anderson,5.6,70355,130,59.3
The Man with a Cloak,1951,"Drama, Crime, Noir",Quentin Tarantino,8.0,87386,111,102.3
The Mark of the Renegade,1951,"Adventure, Western",Christopher Nolan,9.1,45381,87,
